isbn;language_code;average_rating;description;Authors;num_pages;publication_year;title;genre
142152905X;eng;3,68;Are you ready for the Iron Chef of bread?! Manga shall not live by bread alone.Reads R to L (Japanese Style). Are you ready for the Iron Chef of bread?! Manga shall not live by bread alone.Young Yamatoya, a spoiled brat with a thing for bread, is back--and this time he's trying to buy a job as a bread judge. But when master taster Kuro-san decides to teach him a lesson about hard work, Yamatoya realizes he may have bitten off more than he can chew. Later, Azuma's team Pantasia is in a bind when their next opponent in the Yakitate!! Japan baking competition turns out to be an old rival who's caught in the grip of a powerful mind-controlling substance: miso bread! Can goofy Kawachi resist the temptations of the mental miso and protect his friends? Probably not...which means it'll be up to Azuma's simple buns to bail the team out again!;Takashi Hashiguchi, Noritaka Minami;192;2010;Yakitate!! Japan, Volume 23;comics & graphic
785151605;eng;3,21;Captain America: Proud member of the Avengers, but he's a man out of time, frozen for decades and unaccustomed to modern life. Can the Sentinel of Liberty learn to fight alongside heroes 60 years younger than he...and why does Cap feel a strange connection to the man named Korvac? Ben McCool (Choker) brings you an epic tale ten centuries in the making! This Ghi also includes a classic repring from the original KORVAC SAGA.;Ben McCool, Craig Rousseau;112;2011;Captain America & The Korvac Saga;comics & graphic
1534301593;eng;3,55;ISSUES 1-3 IN ALL-NEW COLLECTED EDITION HARDCOVER TRADEOriginally published as a groundbreaking three-part Vertigo miniseries, User explores sexual identity and online role-playing in the text-based MUDs of the nineties. Featuring breath-taking art by Sean Phillips and John Bolton, User--which was nominated for a GLAAD Media Award for its authentic portrayal of genderfluidity--is as relevant and powerful today as it was when first created.;John Bolton, Devin Grayson, Sean Phillips;176;2017;User;comics & graphic
1592912591;eng;2,89;The biggest name in fiction, George R.R. Martin, opens his story vault as we adapt a tale of dark fantasy to comics for the first time with In The House of the Worm. Beneath a ruined city on a forgotten planet lies a world of plots and revenge. When Annelyn is embarrassed in front of his noble friends by the Meatbringer, he sets forth a devious plan that is meant to gain vengeance. But the terrible truth of the dire White Worm turns his ploy into folly in terrible fashion. Now the truth of the Grouns and the Worms will be revealed and Annelyn must face the horrors of what lay beneath his pampered world in the darkness below. Join a master storyteller as he spins a uniquely mysterious tale and reveals new worlds of wonder and horror. This volume collects issues #1 - 4 of the In the House of the Worm series.;George R.R. Martin, John Jos. Miller, Ivan Rodriguez;104;2015;George R.R. Martin's In the House of the Worm;comics & graphic
076532461X;eng;3,85;From Orson Scott Card, the author of Ender's Game comes a 384-page omnibus edition containing the first two books of an all-ages manga series!Out of deep space, a mysterious alien race known as The Givers came to Earth. They gave the human race the greatest technology ever seen--four giant towers known as Ladders that rose 36,000 miles into space. Each tower culminated in a space station that harnessed the energy of the Sun to power the entire planet. As suddenly as the Givers arrived, they vanished, leaving the human race with one solemn instruction: maintain and preserve the Ladders at all costs. Due to the unique alien construction of the Laddertop space stations, however, only a skilled crew of children could perform the maintenance necessary to keep the stations running.Twenty-five years later, back on Earth, competition is fierce to enter Laddertop Academy. Robbi and Azure, two eleven-year-old girls who are best friends, are among those vying for a spot at the prestigious academy. While one is rejected, the other takes off into space for the adventure of a lifetime. Yet soon, their destinies will collide, as they must decipher an alien message and solve an ancient mystery that could either save the Earth from invasion...or trigger its imminent destruction.;Orson Scott Card, Emily Janice Card, Honoel A. Ibardolaza;384;2013;Laddertop, Books 1 - 2;comics & graphic
571241328;eng;4,04;Habibi, based on a Middle Eastern fable, tells the story of Dodola, who escapes being sold into slavery and rescues an abandoned baby she names Zam. They live in isolation in an old boat in the desert. As they age their relationship shifts from mother and son, to brother and sister and eventually lovers. In the meantime however Dodola is forced to prostitute herself to desert traders in order to provide for Zam. When he seeks an alternative means of income Dodola is captured by the Sultan and Zam is forced into a quest to try and rescue her.At heart Habibiis, like Blankets, a profound love story, but it also functions as a parable about the environment and the state of the world. Set in the place where Christianity and Islam began, it explores the fundamental connection between these religions, and also the relationship between the first and the third world and the increasingly important battle for the earth's resources.Ambitious, but always deeply felt, Habibiis a beautifully drawn and moving graphic novel that will get a huge amount of attention.;Craig Thompson;672;2011;Habibi;comics & graphic
022609944X;eng;3,88;We are living in a golden age of cartoon art. Never before has graphic storytelling been so prominent or garnered such respect: critics and readers alike agree that contemporary cartoonists are creating some of the most innovative and exciting work in all the arts.For nearly a decade Hillary L. Chute has been sitting down for extensive interviews with the leading figures in comics, and with Outside the Boxshe offers fans a chance to share her ringside seat. Chute's in-depth discussions with twelve of the most prominent and accomplished artists and writers in comics today reveal a creative community that is richly interconnected yet fiercely independent, its members sharing many interests and approaches while working with wildly different styles and themes.Chute's subjects run the gamut of contemporary comics practice, from underground pioneers like Art Spiegelman and Lynda Barry, to the analytic work of Scott McCloud, the journalism of Joe Sacco, and the extended narratives of Alison Bechdel, Charles Burns, and more. They reflect on their experience and innovations, the influence of peers and mentors, the reception of their art and the growth of critical attention, and the crucial place of print amid the encroachment of the digital age.Beautifully illustrated in full-color, and featuring three never-before-published interviews--including the first published conversation between Art Spiegelman and Chris Ware--Outside the Boxwill be a landmark volume, a close-up account of the rise of graphic storytelling and a testament to its vibrant creativity.;Hillary L. Chute;272;2014;Outside the Box: Interviews With Contemporary Cartoonists;comics & graphic
385678150;eng;4,08;Before our history began, another now forgotten civilization thrived. The people who roamed Early Earth were much like us: curious, emotional, funny, ambitious, and vulnerable. In this series of illustrated and linked tales, Isabel Greenberg chronicles the explorations of a young man as he paddles from his home in the North Pole to the South Pole. There, he meets his true love, but their romance is ill-fated. Early Earth's unusual and finicky polarity means the lovers can never touch.As intricate and richly imagined as the work of Chris Ware, and leavened with a dry wit that rivals Kate Beaton's in Hark! A Vagrant, Isabel Greenberg's debut will be a welcome addition to the thriving graphic novel genre.;Isabel Greenberg;176;2013;The Encyclopedia of Early Earth;comics & graphic
1401238432;eng;3,88;Alec Holland is back as the Swamp Thing, fully formed as the protector of The Green. Immediately upon his return, he must battle his way through the Bone Kingdom and The Rot to free his ally - and ex-girlfriend - Abigail Arcane. But will the cost of freeing her be...fighting her? Nothing, not even this titanic battle, will prepare Swampy for what he has to face next--a resurrected and even more dangerous Anton Arcane!Collecting: Swamp Thing8-11, 0 Annual 1;Scott Snyder, Scott Tuft, Becky Cloonan, Yanick Paquette, Marco Rudy, Francesco Francavilla, Kano, Andrew Belanger, Karl Kerschl;160;2013;Swamp Thing, Volume 2: Family Tree;comics & graphic
160706166X;eng;4,38;Angstrom Levy finally attacks - and the world has never been in moredanger! Guest-starring the entire Image Universe... and this is justa lead-in for CONQUEST! Invincible faces his most deadly threats yetin this can't-miss volume of the critically-acclaimed series.Collects Invincible #60-65;Robert Kirkman, Ryan Ottley, F.C.O. Plascencia;168;2010;Invincible, Vol. 12: Still Standing;comics & graphic
1941220223;eng;4,24;Shiro finally introduces Kenji to his parents, and when a major case forced him to work long hours, he fails to come home for dinner for days on end.;Fumi Yoshinaga;160;2015;What Did You Eat Yesterday?, Volume 7;comics & graphic
1684051037;eng;3,5;As the Federation and Romulans convene in the wake of the Borg attack, the precarious peace is threatened by the murder of a key diplomat... and a Starfleet cadet is the prime suspect! Don't miss this all-new adventure, guest-starring Jaylah from STAR TREK BEYOND, and the cast from the hit STARFLEET ACADEMY series! Collects issues #7-12.;Mike Johnson, Tony Shasteen;144;2018;Star Trek: Boldly Go, Vol. 2;comics & graphic
078515714X;eng;4,15;A brand new chapter in the saga of Miles Morales, the all-new Ultimate Spider-Man! The new Ultimate Scorpion is introduced! Still discovering the limits of his skills and powers, Miles must learn how to be a hero from ... Peter Parker?Collecting: Ultimate Comics: Spider-Man6-10;Brian Michael Bendis, David Marquez, Sara Pichelli, Chris Samnee;112;2012;Ultimate Comics: Spider-Man, by Brian Michael Bendis, Volume 2;comics & graphic
